ID,OBJECT,OBJECT-TYPE,RA,DEC,DATE-OBS,EXPTIME,EXPTIME_initial,TMS-LST,TME-LST,TMS-LT,TME-LT,TELESCOPE,Решетка,Щель,ЭОП,Коллиматор,Масштаб камеры,Катод,Камера,Позиционный угол,Сечение,Спектрограф,OBSERVER,"TEMPERAT, C",SKYCOND,OBSNOTE,DETNAME,EMULSION,METHOD,FOCUS,NOTES,SCANNOTE,Длины волн,FILTER,PLATNOTE,RA-sim,DEC-sim,EQ-ORIG-sim
VI-5,MRK130,galaxies; active_galactic_nuclei,09 56 45.32,47 32 42.93,29-30.11.1973,10m,10m,,,,,AZT-8,,,,,,,,,,,Denissyuk E.K.,,,,,,,,,,,,,,,
VI-6,MRK333(NGC 7805 ),galaxies; active_galactic_nuclei,23 58 52.98,31 09 19.57,26-27.11.1973,3m,3m,,,,,AZT-8,,,,,,,,,,,Denissyuk E.K.,,,,,,,,,,,,,,,
VI-6,MRK333,galaxies; active_galactic_nuclei,23 58 52.98,31 09 19.57,26-27.11.1973,5m,5m,,,,,AZT-8,,,,,,,,,,,Denissyuk E.K.,,,,,,,,,,,,,,,
VI-6,MRK333,galaxies; active_galactic_nuclei,23 58 52.98,31 09 19.57,26-27.11.1973,15m,15m,,,,,AZT-8,,,,,,,,,,,Denissyuk E.K.,,,,,,,,,,,,,,,
VI-6,MRK337,galaxies; active_galactic_nuclei,00 09 08.249,20 41 50.40,26-27.11.1973,3m,3m,,,,,AZT-8,,,,,,,,,,,Denissyuk E.K.,,,,,,,,,,,,,,,
VI-6,MRK337,galaxies; active_galactic_nuclei,00 09 08.249,20 41 50.40,26-27.11.1973,6m,6m,,,,,AZT-8,,,,,,,,,,,Denissyuk E.K.,,,,,,,,,,,,,,,
VI-6,MRK344,active_galactic_nuclei,00 35 53.69,23 20 18.59,26-27.11.1973,8m,8m,,,,,AZT-8,,,,,,,,,,,Denissyuk E.K.,,,,,,,,,,,,,,,
VI-6,MRK344,active_galactic_nuclei,00 35 53.69,23 20 18.59,26-27.11.1973,5m,5m,,,,,AZT-8,,,,,,,,,,,Denissyuk E.K.,,,,,,,,,,,,,,,
VI-6,MRK351,galaxies; active_galactic_nuclei,00 55 13.543,28 07 15.11,26-27.11.1973,7m,7m,,,,,AZT-8,,,,,,,,,,,Denissyuk E.K.,,,,,,,,,,,,,,,
VI-6,MRK351,galaxies; active_galactic_nuclei,00 55 13.543,28 07 15.11,26-27.11.1973,10m,10m,,,,,AZT-8,,,,,,,,,,,Denissyuk E.K.,,,,,,,,,,,,,,,
VI-6,MRK378,galaxies; active_galactic_nuclei,07 13 19.7,49 46 59.69,26-27.11.1973,40m,40m,0h32m,,,,AZT-8,,,,,,,,,,,Denissyuk E.K.,,,,,,,,,,,,,,,
VI-6,MRK380(QSO B0713+745),galaxies; active_galactic_nuclei,07 13 29.401,74 33 26.08,26-27.11.1973,30m,30m,1h17m,,,,AZT-8,,,,,,,,,,,Denissyuk E.K.,,,,,,,,,,,,,,,
VI-6,MRK381(SBSS 0749+583),stars; galaxies; active_galactic_nuclei,07 49 35.27,58 22 50.06,26-27.11.1973,40m,40m,2h08m,,,,AZT-8,,,,,,,,,,,Denissyuk E.K.,,,,,,,,,,,,,,,
VI-6,MRK391(NGC 2691 ),galaxies; active_galactic_nuclei,08 51 32.28,39 43 46.73,26-27.11.1973,10m,10m,3h05m,,,,AZT-8,,,,,,,,,,,Denissyuk E.K.,,,,,,,,,,,,,,,
VI-6,MRK130,galaxies; active_galactic_nuclei,09 56 45.32,47 32 42.93,26-27.11.1973,40m,40m,3h35m,,,,AZT-8,,,,,,,,,,,Denissyuk E.K.,,,,,,,,,,,,,,,
VI-6,MRK313(NGC 7465 ),galaxies; active_galactic_nuclei,22 59 32.02,15 41 44.64,20-21.09.1973,15m,15m,,,,,AZT-8,,,,,,,,,,,Denissyuk E.K.,,,,,,,,,,,,,,,
VI-6,MRK314(NGC 7468 ),galaxies; active_galactic_nuclei,23 00 30.37,16 20 06.21,20-21.09.1973,20m,20m,,,,,AZT-8,,,,,,,,,,,Denissyuk E.K.,,,,,,,,,,,,,,,
VI-6,Field MRK314,galaxies; field-of-view; active_galactic_nuclei,23 00 30.37,16 20 06.21,20-21.09.1973,10s,10s,,,,,AZT-8,,,,,,,,,,,Denissyuk E.K.,,,,,,,,,,,,,,,
VI-6,MRK323(NGC 7624 ),galaxies; active_galactic_nuclei,23 17 54.947,27 02 30.42,20-21.09.1973,20m,20m,,,,,AZT-8,,,,,,,,,,,Denissyuk E.K.,,,,,,,,,,,,,,,
VI-6,Field MRK323,galaxies; field-of-view; active_galactic_nuclei,23 17 54.947,27 02 30.42,20-21.09.1973,10s,10s,,,,,AZT-8,,,,,,,,,,,Denissyuk E.K.,,,,,,,,,,,,,,,
XI-1,MRK274,galaxies,13 44 39.712,29 54 26.17,24-25.03.1974,40m,40m,,,,,AZT-8,,,,,,,,,,,Denissyuk E.K.,,,,,,,,,,,,,,,2000
XI-1,MRK302,galaxies; active_galactic_nuclei,16 00 28.190,15 25 12.29,24-25.03.1974,35m,35m,,,,,AZT-8,,,,,,,,,,,Denissyuk E.K.,,,,,,,,Выглядит ярче 17.m5,,,,,,,2000
XI-1,MRK516,active_galactic_nuclei,21 53 52.89,07 07 43.257,19-20.11.1974,15m,15m,,,,,AZT-8,,,,,,,,,,,Denissyuk E.K.,,,,,,,,,,,,,,,2000
XI-1,Field MRK516,field-of-view; active_galactic_nuclei,21 53 52.89,07 07 43.257,19-20.11.1974,6s,6s,,,,,AZT-8,,,,,,,,,,,Denissyuk E.K.,,,,,,,,,,,,,,,2000
XI-1,MRK520,active_galactic_nuclei,21 58 13.75,10 18 41.28,19-20.11.1974,10m,10m,,,,,AZT-8,,,,,,,,,,,Denissyuk E.K.,,,,,,,,,,,,,,,2000
XI-1,Field MRK520,field-of-view; active_galactic_nuclei,21 58 13.75,10 18 41.28,19-20.11.1974,6s,6s,,,,,AZT-8,,,,,,,,,,,Denissyuk E.K.,,,,,,,,,,,,,,,2000
XI-1,S20 Field ,field-of-view,,,19-20.11.1974,,,,,,,AZT-8,,,,,,,,,,,Denissyuk E.K.,,,,,,,,,,,,,,,2000
XI-1,MRK382,galaxies; active_galactic_nuclei,07 52 03.55,39 19 07.03,19-20.11.1974,,,,,,,AZT-8,,,,,,,,,,,Denissyuk E.K.,,,,,,,,,,,,,,,2000
XI-1,MRK391;NGC2691,galaxies; active_galactic_nuclei,08 51 32.28,39 43 46.73,19-20.11.1974,,,,,,,AZT-8,,,,,,,,,,,Denissyuk E.K.,,,,,,,,,,,,,,,2000
XI-1-Cal,Calibration,calibration,,,19-20.11.1974,2m,2m,,,,,AZT-8,,,,,,,,,,,Denissyuk E.K.,,,,,,,,,,,,,,,2000
XI-1-Cal,Calibration,calibration,,,19-20.11.1974,1m,1m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XI-1-Cal,Calibration,calibration,,,19-20.11.1974,30s,30s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XI-1-Cal,Calibration,calibration,,,19-20.11.1974,15s,15s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XI-1-Cal,Calibration,calibration,,,19-20.11.1974,7.5s,7.5s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XI-1,MRK431,galaxies,11 48 52.25,35 42 44.86,14-15.04.1974,7m,7m,,,,,AZT-8,,,,,,,,,,,Denissyuk E.K.,,,,,,,,,,,,,,,2000
XI-1,MRK431,galaxies,11 48 52.25,35 42 44.86,14-15.04.1974,11m,11m,,,,,AZT-8,,,,,,,,,,,Denissyuk E.K.,,,,,,,,,,,,,,,2000
XI-2,MRK479;IC1076,galaxies,14 52 40.89,18 14 21.57,14-15.04.1974,15m,15m,,,,,AZT-8,,,,,,,,,,,Denissyuk E.K.,,,,,,,,,,,,,,,2000
XI-2,Field MRK479 ,galaxies; field-of-view,14 52 40.89,18 14 21.57,14-15.04.1974,20s,20s,,,,,AZT-8,,,,,,,,,,,Denissyuk E.K.,,,,,,,,,,,,,,,2000
XI-2,MRK295,galaxies,13 51 53.5,69 33 13.07,14-15.04.1974,20m,20m,,,,,AZT-8,,,,,,,,,,,Denissyuk E.K.,,,,,,,,,,,,,,,2000
XI-2,Field MRK295,galaxies; field-of-view,13 51 53.5,69 33 13.07,14-15.04.1974,,,,,,,AZT-8,,,,,,,,,,,Denissyuk E.K.,,,,,,,,,,,,,,,2000
XI-2,MRK218,galaxies,12 33 52.38,48 09 48.98,14-15.04.1974,15m,15m,,,,,AZT-8,,,,,,,,,,,Denissyuk E.K.,,,,,,,,,,,,,,,2000
XI-2,Field MRK218,galaxies; field-of-view,12 33 52.38,48 09 48.98,14-15.04.1974,20s,20s,,,,,AZT-8,,,,,,,,,,,Denissyuk E.K.,,,,,,,,,,,,,,,2000
XI-2,MRK221,galaxies,12 41 33.34,55 10 42.75,14-15.04.1974,20m,20m,,,,,AZT-8,,,,,,,,,,,Denissyuk E.K.,,,,,,,,,,,,,,,2000
XI-2,Field MRK221,galaxies; field-of-view,12 41 33.34,55 10 42.75,14-15.04.1974,20s,20s,,,,,AZT-8,,,,,,,,,,,Denissyuk E.K.,,,,,,,,,,,,,,,2000
XI-2,MRK227,galaxies,12 45 57.46,51 15 19.71,14-15.04.1974,20m,20m,,,,,AZT-8,,,,,,,,,,,Denissyuk E.K.,,,,,,,,,,,,,,,2000
XI-2,Field MRK227,galaxies; field-of-view,12 45 57.46,51 15 19.71,14-15.04.1974,20s,20s,,,,,AZT-8,,,,,,,,,,,Denissyuk E.K.,,,,,,,,,,,,,,,2000
XI-2,MRK172,galaxies; active_galactic_nuclei,11 26 50.70,22 03 29.18,24-25.03.1974,40m,40m,,,,,AZT-8,,,,,,,,,,,Denissyuk E.K.,,,,,,,,,,,,,,,2000
XI-2,Field MRK172,galaxies; field-of-view; active_galactic_nuclei,11 26 50.70,22 03 29.18,24-25.03.1974,15s,15s,,,,,AZT-8,,,,,,,,,,,Denissyuk E.K.,,,,,,,,,,,,,,,2000
XI-2,MRK182,galaxies; active_galactic_nuclei,11 34 17.65,20 12 11.3,24-25.03.1974,40m,40m,,,,,AZT-8,,,,,,,,,,,Denissyuk E.K.,,,,,,,,,,,,,,,2000
XI-2,Field MRK182,galaxies; field-of-view; active_galactic_nuclei,11 34 17.65,20 12 11.3,24-25.03.1974,15s,15s,,,,,AZT-8,,,,,,,,,,,Denissyuk E.K.,,,,,,,,,,,,,,,2000
XI-2,MRK216,galaxies,12 30 51.5,52 03 05.84,24-25.03.1974,30m,30m,,,,,AZT-8,,,,,,,,,,,Denissyuk E.K.,,,,,,,,,,,,,,,2000
XI-2,MRK232,galaxies,12 55 10.9,59 20 13.92,24-25.03.1974,30m,30m,,,,,AZT-8,,,,,,,,,,,Denissyuk E.K.,,,,,,,,,,,,,,,2000
XI-2,MRK233,galaxies,12 56 23.8,59 24 07.19,24-25.03.1974,30m,30m,,,,,AZT-8,,,,,,,,,,,Denissyuk E.K.,,,,,,,,,,,,,,,2000
XI-2,MRK280,galaxies,13 55 04.18,29 02 24.1,14-15.04.1974,20m,20m,,,,,AZT-8,,,,,,,,,,,Denissyuk E.K.,,,,,,,,,,,,,,,2000
XI-2,MRK433,galaxies,11 56 24.30,54 31 02.42,14-15.04.1974,8.5m,8.5m,,,,,AZT-8,,,,,,,,,,,Denissyuk E.K.,,,,,,,,,,,,,,,2000
XI-2,MRK433,galaxies,11 56 24.30,54 31 02.42,14-15.04.1974,10m,10m,,,,,AZT-8,,,,,,,,,,,Denissyuk E.K.,,,,,,,,,,,,,,,2000
XI-3-Cal,Calibration,calibration,,,18-19.11.1974,2m,2m,,,,,AZT-8,,,,,,,,,,,Denissyuk E.K.,,,,,,,,,,,,,,,2000
XI-3-Cal,Calibration,calibration,,,18-19.11.1974,1m,1m,,,,,,,,,,,,,,,,,,,,,,,,,,,,передержана,,,
XI-3-Cal,Calibration,calibration,,,18-19.11.1974,30s,30s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XI-3-Cal,Calibration,calibration,,,18-19.11.1974,10s,10s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XI-3-Cal,Calibration,calibration,,,18-19.11.1974,15s,15s,,,,,AZT-8,,,,,,,,,,,Denissyuk E.K.,,,,,,,,,,,,,,,2000
XI-3-14,MRK386;NGC2565,galaxies; active_galactic_nuclei,08 16 52.21,22 11 21.9,18-19.11.1974,2m,2m,,,,,AZT-8,,,,,,,,,,,Denissyuk E.K.,,,,,,,,,,,,,,,2000
XI-3-15,MRK386;NGC2565,galaxies; active_galactic_nuclei,08 16 52.21,22 11 21.9,18-19.11.1974,5m,5m,,,,,AZT-8,,,,,,,,,,,Denissyuk E.K.,,,,,,,,,,,,,,,2000
XI-3,Field MRK386,galaxies; field-of-view; active_galactic_nuclei,08 16 52.21,22 11 21.9,18-19.11.1974,7s,7s,,,,,AZT-8,,,,,,,,,,,Denissyuk E.K.,,,,,,,,,,,,,,,2000
XI-3,MRK557,galaxies,00 46 20.07,-02 39 16.185,18-19.11.1974,10m,10m,,,,,AZT-8,,,,,,,,,,,Denissyuk E.K.,,,,,,,,,,,,,,,2000
XI-3,Field MRK557,galaxies; field-of-view,00 46 20.07,-02 39 16.185,18-19.11.1974,5s,5s,,,,,AZT-8,,,,,,,,,,,Denissyuk E.K.,,,,,,,,,,,,,,,2000
XI-3,MRK562-IC1639,galaxies,01 09 13.07,-00 55 46.8,18-19.11.1974,5m,5m,,,,,AZT-8,,,,,,,,,,,Denissyuk E.K.,,,,,,,,,,,,,,,2000
XI-3,MRK574,galaxies,01 42 02.3,11 27 30,18-19.11.1974,15m,15m,,,,,AZT-8,,,,,,,,,,,Denissyuk E.K.,,,,,,,,,,,,,,,2000
XI-3,Field MRK574,galaxies; field-of-view,01 42 02.3,11 27 30,18-19.11.1974,5s,5s,,,,,AZT-8,,,,,,,,,,,Denissyuk E.K.,,,,,,,,,,,,,,,2000
XI-3,MRK533;NGC7674,active_galactic_nuclei,23 25 24.40,08 30 12.5,21-22.11.1974,10m,10m,,,,,AZT-8,,,,,,,,,,,Denissyuk E.K.,,,,,,,,,,,,,,,2000
XI-3-Cal,Calibration,calibration,,,21-22.11.1974,1m,1m,,,,,AZT-8,,,,,,,,,,,Denissyuk E.K.,,,,,,,,,,,,,,,2000
XI-3-Cal,Calibration,calibration,,,21-22.11.1974,20s,20s,,,,,AZT-8,,,,,,,,,,,Denissyuk E.K.,,,,,,,,,,,,,,,2000
XI-3-Cal,Calibration,calibration,,,21-22.11.1974,10s,10s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XI-3,MRK526,galaxies; active_galactic_nuclei,23 10 11.9,10 27 27.74,21-22.11.1974,15m,15m,,,,,AZT-8,,,,,,,,,,,Denissyuk E.K.,,,,,,,,,,,,,,,2000
XI-3,Field MRK526,galaxies; field-of-view; active_galactic_nuclei,23 10 11.9,10 27 27.74,21-22.11.1974,3s,3s,,,,,AZT-8,,,,,,,,,,,Denissyuk E.K.,,,,,,,,,,,,,,,2000
XI-3,Calibration,calibration,,,21-22.11.1974,"5s,2s","5s,2s",,,,,AZT-8,,,,,,,,,,,Denissyuk E.K.,,,,,,,,,,,,,,,2000
XI-4,MRK573,active_galactic_nuclei,01 41 22.89,02 05 56.15,18-19.11.1974,10m,10m,1h22,,,,AZT-8,,,,,,,,,,,Denissyuk E.K.,,,,,,,,,,,,,,,2000
XI-4,Field MRK573,field-of-view; active_galactic_nuclei,01 41 22.89,02 05 56.15,18-19.11.1974,5s,5s,,,,,AZT-8,,,,,,,,,,,Denissyuk E.K.,,,,,,,,,,,,,,,2000
XI-4,MRK561,galaxies,01 05 23.02,20 51 13.75,15-16.11.1974,13m,13m,,,,,AZT-8,,,,,,,,,,,Denissyuk E.K.,,,,,,,,,,,,,,,2000
XI-4,Field MRK561,galaxies; field-of-view,01 05 23.02,20 51 13.75,15-16.11.1974,5s,5s,,,,,AZT-8,,,,,,,,,,,Denissyuk E.K.,,,,,,,,,,,,,,,2000
XI-4,MRK586,galaxies; active_galactic_nuclei,02 05 14.52,02 28 42.52,15-16.11.1974,10m,10m,,,,,AZT-8,,,,,,,,,,,Denissyuk E.K.,,,,,,,,,,,,,,,2000
XI-4,Field MRK586,galaxies; field-of-view; active_galactic_nuclei,02 05 14.52,02 28 42.52,15-16.11.1974,5s,5s,,,,,AZT-8,,,,,,,,,,,Denissyuk E.K.,,,,,,,,,,,,,,,2000
XI-4,MRK379,galaxies; active_galactic_nuclei,07 13 11.9,63 34 32.4,18-19.11.1974,7.5m,7.5m,,,,,AZT-8,,,,,,,,,,,Denissyuk E.K.,,,,,,,,,,,,,,,2000
XI-4,Field MRK379,galaxies; field-of-view; active_galactic_nuclei,07 13 11.9,63 34 32.4,18-19.11.1974,7s,7s,,,,,AZT-8,,,,,,,,,,,Denissyuk E.K.,,,,,,,,,,,,,,,2000
XI-4,MRK77,galaxies,07 31 39.08,60 24 52.9,18-19.11.1974,15m,15m,,,,,AZT-8,,,,,,,,,,,Denissyuk E.K.,,,,,,,,,,,,,,,2000
XI-4,Field MRK77,galaxies; field-of-view,07 31 39.08,60 24 52.9,18-19.11.1974,7s,7s,,,,,AZT-8,,,,,,,,,,,Denissyuk E.K.,,,,,,,,,,,,,,,2000
XI-4,MRK380;QSOB0713+745,galaxies; active_galactic_nuclei,07 13 29.4,74 33 26.087,18-19.11.1974,15m,15m,,,,,AZT-8,,,,,,,,,,,Denissyuk E.K.,,,,,,,,,,,,,,,2000
XI-4,Field MRK380,galaxies; field-of-view; active_galactic_nuclei,07 13 29.4,74 33 26.087,18-19.11.1974,7s,7s,,,,,AZT-8,,,,,,,,,,,Denissyuk E.K.,,,,,,,,,,,,,,,2000
XI-4,MRK113,galaxies; active_galactic_nuclei,09 25 22.1,62 54 07,18-19.11.1974,10m,10m,,,,,AZT-8,,,,,,,,,,,Denissyuk E.K.,,,,,,,,,,,,,,,2000
XI-4,Field MRK113,galaxies; field-of-view; active_galactic_nuclei,09 25 22.1,62 54 07,18-19.11.1974,7s,7s,,,,,AZT-8,,,,,,,,,,,Denissyuk E.K.,,,,,,,,,,,,,,,2000
XI-4,MRK584,galaxies; active_galactic_nuclei,01 57 51.1,02 25 40.3,18-19.11.1974,10.5m,10.5m,,,,,AZT-8,,,,,,,,,,,Denissyuk E.K.,,,,,,,,,,,,,,,2000
XI-4,Field MRK584,galaxies; field-of-view; active_galactic_nuclei,01 57 51.1,02 25 40.3,18-19.11.1974,5s,5s,,,,,AZT-8,,,,,,,,,,,Denissyuk E.K.,,,,,,,,,,,,,,,2000
XI-4,MRK511,galaxies,21 07 42.1,-01 48 45,15-16.11.1974,8m,8m,,,,,AZT-8,,,,,,,,,,,Denissyuk E.K.,,,,,,,,5764-7503pusto,,,,,,,2000
XI-4,Field MRK511,galaxies; field-of-view,21 07 42.1,-01 48 45,15-16.11.1974,5s,5s,,,,,AZT-8,,,,,,,,,,,Denissyuk E.K.,,,,,,,,,,,,,,,2000
XI-4,VI057Cyg,stars,,,15-16.11.1974,5s,5s,,,,,AZT-8,,,,,,,,,,,Denissyuk E.K.,,,,,,,,perederjka sil'no,,,,,,,2000
XI-4,MRK379,galaxies; active_galactic_nuclei,07 13 11.9,63 34 32.4,15-16.11-1974,8m,8m,,,,,AZT-8,,,,,,,,,,,Denissyuk E.K.,,,,,,,,,,,,,,,2000
XI-4,Field MRK379,galaxies; field-of-view; active_galactic_nuclei,07 13 11.9,63 34 32.4,15-16.11.1974,5s,5s,,,,,AZT-8,,,,,,,,,,,Denissyuk E.K.,,,,,,,,,,,,,,,2000
XI-4,MRK386;NGC2565,galaxies; active_galactic_nuclei,08 16 52.2,22 11 21.9,15-16.11.1974,8m,8m,,,,,AZT-8,,,,,,,,,,,Denissyuk E.K.,,,,,,,,,,,,,,,2000
XI-4,Field MRK386,galaxies; field-of-view; active_galactic_nuclei,08 16 52.2,22 11 21.9,15-16.11.1974,5s,5s,,,,,AZT-8,,,,,,,,,,,Denissyuk E.K.,,,,,,,,,,,,,,,2000
XII-1-10,MRK1,active_galactic_nuclei,01 13 19.57,32 49 32.3,08-09.11.1975,15m,15m,2h5m,,,,AZT-8,,,,,,,,,,,Denissyuk E.K.,,,,,,,,,,,,,,,
XII-1-11,MRK1,active_galactic_nuclei,01 13 19.57,32 49 32.3,08-09.11.1975,10m,10m,2h33m,,,,AZT-8,,,,,,,,,,,Denissyuk E.K.,,,,,,,,,,,,,,,
XII-1,Field MRK566,galaxies; field-of-view,01 13 19.57,32 49 32.3,08-09.11.1975,15s,15s,,,,,AZT-8,,,,,,,,,,,Denissyuk E.K.,,,,,,,,,,,,,,,
XII-1-13,MRK 363,galaxies; active_galactic_nuclei,01 48 12.396,21 45 01.43,08-09.11.1975,30m,30m,3h4m,,,,AZT-8,,,,,,,,,,,Denissyuk E.K.,,,,,,,,,,,,,,,
XII-1-14,MRK369  ,galaxies; active_galactic_nuclei,02 34 38.3,20 55 32.4,08-09.11.1975,15m,15m,3h49m,,,,AZT-8,,,,,,,,,,,Denissyuk E.K.,,,,,,,,,,,,,,,
XII-1-15,MRK3  ,active_galactic_nuclei,06 09 48.5,71 03 10.81,08-09.11.1975,15m,15m,4h27m,,,,AZT-8,,,,,,,,,,,Denissyuk E.K.,,,,,,,,,,,,,,,
XII-1-16,Mrk6 ,active_galactic_nuclei,06 45 43.88,74 29 09.73,08-09.11.1975,10m,10m,4h59m,,,,AZT-8,,,,,,,,,,,Denissyuk E.K.,,,,,,,,,,,,,,,
XII-1,Calibration,calibration,,,08-09.11.1975,"15s,10s","15s,10s",,,,,AZT-8,,,,,,,,,,,Denissyuk E.K.,,,,,,,,,,,,,,,
XII-1-4,MRK363 ,galaxies; active_galactic_nuclei,01 48 12.396,21 45 01.43,09-10.11.1975,15m,15m,1h10m,,,,AZT-8,,,,,,,,,,,Denissyuk E.K.,,,,,,,,,,,,,,,
XII-1-5,MRK2          ,galaxies,01 51 56.32,36 40 22.79,09-10.11.1975,20m,20m,1h47m,,,,AZT-8,,,,,,,,,,,Denissyuk E.K.,,,,,,,,,,,,,,,
XII-1,Field MRK2  2Ny ,galaxies; field-of-view,01 51 56.32,36 40 22.79,09-10.11.1975,10s,10s,,,,,AZT-8,,,,,,,,,,,Denissyuk E.K.,,,,,,,,,,,,,,,
XII-1-1,MRK566  ,galaxies,01 16 28.45,04 03 51.18,09-10.11.1975,15m,15m,0h18m,,,,AZT-8,,,,,,,,,,,Denissyuk E.K.,,,,,,,,,,,,,,,
XII-1,Field MRK566,galaxies; field-of-view,01 16 28.45,04 03 51.18,09-10.11.1975,10s,10s,,,,,AZT-8,,,,,,,,,,,Denissyuk E.K.,,,,,,,,,,,,,,,
XII-1-3,MRK568,galaxies,01 19 49.2,08 47 35.34,09-10.11.1975,15m,15m,0h44m,,,,AZT-8,,,,,,,,,,,Denissyuk E.K.,,,,,,,,,,,,,,,
XII-1-7,MRK588 ,galaxies,02 08 36.029,03 32 41.42,09-10.11.1975,25m,25m,2h35m,,,,AZT-8,,,,,,,,,,,Denissyuk E.K.,,,,,,,,,,,,,,,
XII-1-8,MRK367    ,galaxies; active_galactic_nuclei,02 10 52.24,16 51 08.09,09-10.11.1975,20m,20m,3h17m,,,,AZT-8,,,,,,,,,,,Denissyuk E.K.,,,,,,,,,,,,,,,
XII-1,Field MRK367,galaxies; field-of-view; active_galactic_nuclei,02 10 52.24,16 51 08.09,09-10.11.1975,10s,10s,,,,,AZT-8,,,,,,,,,,,Denissyuk E.K.,,,,,,,,,,,,,,,
XII-1-10,MRK597,galaxies,02 43 17.9,15 38 34,09-10.11.1975,20m,20m,3h48m,,,,AZT-8,,,,,,,,,,,Denissyuk E.K.,,,,,,,,,,,,,,,
XII-1,Field MRK597,galaxies; field-of-view,02 43 17.9,15 38 34,09-10.11.1975,10s,10s,,,,,AZT-8,,,,,,,,,,,Denissyuk E.K.,,,,,,,,,,,,,,,
XII-1-1,Calibration,calibration,,,09-10.11.1975,1.5m,1.5m,,,,,AZT-8,,,,,,,,,,,Denissyuk E.K.,,,,,,,,,,,,,,,
XII-2,Calibration,calibration,,,08-09.11.1975,"30s,1m,2m,40s","30s,1m,2m,40s",,,,,AZT-8,,,,,,,,,,,Denissyuk E.K.,,,,,,,,,,,,,,,
XII-2,Calibration,calibration,,,26-27.12.1975,"20s,15s,10s,5s","20s,15s,10s,5s",,,,,AZT-8,,,,,,,,,,,Denissyuk E.K.,,,,,,,,,,,,,,,
XII-2,Calibration,calibration,,,26-27.12.1975,"1m,40s","1m,40s",,,,,AZT-8,,,,,,,,,,,Denissyuk E.K.,,,,,,,,,,,,,,,
XII-2,Calibration,calibration,,,26-27.11.1975,"1m,40s,20s,10s,5s","1m,40s,20s,10s,5s",,,,,AZT-8,,,,,,,,,,,Denissyuk E.K.,,,,,,,,,,,,,,,
XII-2,Calibration,calibration,,,09-10.11.1975,"1m,30s,15s,10s,5s","1m,30s,15s,10s,5s",,,,,AZT-8,,,,,,,,,,,Denissyuk E.K.,,,,,,,,,,,,,,,
XII-2-1,NGC7463,galaxies,22 59 23.0,15 42 45.90,29-30.10.1975,15m,15m,,,,,AZT-8,,,,,,,,,,,Denissyuk E.K.,,,,,,,,,,,,,,,
XII-2,Field  NGC7463,galaxies; field-of-view,22 59 23.0,15 42 45.90,29-30.10.1975,10s,10s,,,,,AZT-8,,,,,,,,,,,Denissyuk E.K.,,,,,,,,The sky is near a weak star,,,,,,,
XII-2,Field,field-of-view,,,29-30.10.1975,20s,20s,,,,,AZT-8,,,,,,,,,,,Denissyuk E.K.,,,,,,,,The sky is near a weak star,,,,,,,
XII-3-1,Srg 111,,,,26-27.12.1975,10m,10m,20h15m,,,,AZT-8,,,,,,,,,,,Denissyuk E.K.,,,,,,,,,,,,,,,
XII-3-2,NGC7469,active_galactic_nuclei,23 00 44.4,08 36 14.97,26-27.12.1975,5m,5m,21h00m,,,,AZT-8,,,,,,,,,,,Denissyuk E.K.,,,,,,,,,,,,,,,
XII-3-3,NGC7469,active_galactic_nuclei,23 00 44.4,08 36 14.97,26-27.12.1975,2m,2m,,,,,AZT-8,,,,,,,,,,,Denissyuk E.K.,,,,,,,,,,,,,,,
XII-3,Field NGC7469,field-of-view; active_galactic_nuclei,23 00 44.4,08 36 14.97,26-27.12.1975,12s,12s,,,,,AZT-8,,,,,,,,,,,Denissyuk E.K.,,,,,,,,,,,,,,,
XII-3-13,MRK6 ,active_galactic_nuclei,06 45 43.8,74 29 09.7,26-27.12.1975,15m,15m,1h05m,,,,AZT-8,,,,,,,,,,,Denissyuk E.K.,,,,,,,,,,,,,,,
XII-3-5,MRK348,active_galactic_nuclei,00 46 04.86,31 41 04.37,26-27.12.1975,15m,15m,21h42m,,,,AZT-8,,,,,,,,,,,Denissyuk E.K.,,,,,,,,,,,,,,,
XII-3-6,Srg5,,,,26-27.12.1975,8m,8m,22h15m,,,,AZT-8,,,,,,,,,,,Denissyuk E.K.,,,,,,,,,,,,,,,
XII-3-7,Srg5,,,,26-27.12.1975,22.5m,22.5m,22h25m,,,,AZT-8,,,,,,,,,,,Denissyuk E.K.,,,,,,,,,,,,,,,
XII-3-8,MRK1,active_galactic_nuclei,01 13 19.57,32 49 32.3,26-27.12.1975,15m,15m,23h03m,,,,AZT-8,,,,,,,,,,,Denissyuk E.K.,,,,,,,,,,,,,,,
XII-3-9,MRK1,active_galactic_nuclei,01 13 19.57,32 49 32.3,28-29.12.1975,15m,15m,21h35m,,,,AZT-8,,,,,,,,,,,Denissyuk E.K.,,,,,,,,,,,,,,,
