ID,OBJECT,OBJECT-TYPE,RA,DEC,EQ-ORIG,DATE-OBS,EXPTIME,TMS-LST,TME-LST,TMS-LT,TME-LT,SIZE,TELESCOPE,OBSERVER,"TEMPERAT, C",SKYCOND,OBSNOTE,DETNAME,EMULSION,METHOD,FOCUS,NOTES,SCANNOTE,FILTER,PLATNOTE
19-2260,M4-alf Sco,,16h29m,-26.25,,04-05.08.1962,40m,17h38m,18h18m,17h38m,,8.7*9.7,50cm менисковый телескоп Максутова,Рожковский Д.А.,24," прозрачность 19-2260-clarity ., ",,пластинки Кodak OaE + к.с.11,Кodak OaE + к.с.11,,,"t= + 24C,  пластинки Кodak OaE + к.с.11,  имеется стандарт 19-2260,  калибровка 19-2260-Calibration,  прозрачность 19-2260-clarity .",,,
19-5573,M27;NGC6853,,19h59m,22.43,,09-10.11.1985,6m,21h12m,21h18m,21h12m,,8.9*8.9,50cm менисковый телескоп Максутова,Рожковский Д.А.,-4,,,пластинки ZU-21 с ММК.,ZU-21 с ММК.,,,"t= - 4C,  пластинки ZU-21 с ММК.",,,
19-6354, M97;NGC3587,,11h12m,55.00,,09-10.04.1988,30m,23h40m,00h10m,23h40m,,8.8*9.7,50cm менисковый телескоп Максутова,Рожковский Д.А.,2,,,пластинки ZP-3 + к.ф. II.,ZP-3 + к.ф. II.,,,"t= + 2C,  пластинки ZP-3 + к.ф. II.",,,
19-6355, M97;NGC3587,,11h12m,55.00,,09-10.04.1988,30m,00h21m,00h51,00h21m,,8.0*9.7,50cm менисковый телескоп Максутова,Рожковский Д.А.,2,,,пластинки East 103aE + к.ф. II.,East 103aE + к.ф. II.,,,"t= + 2C,  пластинки East 103aE + к.ф. II.",,,
19-6356, M97;NGC3587,,11h12m,55.00,,11-12.04.1988,30m,22h54m,23h24m,22h54m,,8.7*9.7,50cm менисковый телескоп Максутова,Рожковский Д.А.,7,,,пластинки ZP-3 (H2-очувствленные) + к.ф. II.,ZP-3 (H2-очувствленные) + к.ф. II.,,,"t= + 7C,  пластинки ZP-3 (H2-очувствленные) + к.ф. II.",,,
19-6357, M97;NGC3587,,11h12m,55.00,,11-12.04.1988,30m,23h35m,00h05m,23h35m,,8.9*8.9,50cm менисковый телескоп Максутова,Рожковский Д.А.,7,,,пластинки ZP-3 (H2-очувствленные) + к.ф. II.,ZP-3 (H2-очувствленные) + к.ф. II.,,,"t= + 7C,  пластинки ZP-3 (H2-очувствленные) + к.ф. II.",,,
19-6408,7P-Pons-Winnecke,,12h10m,24.00,,22-23.06.1989,12m,00h05m,00h17m,00h05m,,8.9*9.7,50cm менисковый телескоп Максутова,Рожковский Д.А.,16,,,пластинки ZP-3.,ZP-3.,,,"t= + 16C,  пластинки ZP-3.",,,
19-6409,7P-Pons-Winnecke,,12h10m,24.00,,22-23.06.1989,10m,00h29m,00h39m,00h29m,,8.9*9.7,50cm менисковый телескоп Максутова,Рожковский Д.А.,16,,,пластинки ZP-3.,ZP-3.,,,"t= + 16C,  пластинки ZP-3.",,,
19-6410,7P-Pons-Winnecke,,12h27m,19.20,,01-02.07.1989,14m,00h00m,00h14m,00h00m,,8.9*9.7,50cm менисковый телескоп Максутова,Рожковский Д.А.,15,,,пластинки ZP-3.,ZP-3.,,,"t= + 15C,  пластинки ZP-3.",,,
19-6411,7P-Pons-Winnecke,,12h34m,18.00,,02-03.07.1989,15m,00h06m,00h21m,00h06m,,8.9*9.7,50cm менисковый телескоп Максутова,Рожковский Д.А.,15,,,пластинки ZP-3.,ZP-3.,,,"t= + 15C,  пластинки ZP-3.",,,
19-6441,MP1917,,20h33m,00.00,,02-03.10.1989,10m,21h46m,21h56m,21h46m,,8.9*9.7,50cm менисковый телескоп Максутова,Рожковский Д.А.   Городецкий Д.И.,10,,,пластинки ZU-21.,ZU-21.,,,"t= + 10C,  пластинки ZU-21.",,,
19-6442,MP1917,,20h33m,00.00,,02-03.10.1989,8m,22h00m,22h08m,22h00m,,8.9*9.7,50cm менисковый телескоп Максутова,Рожковский Д.А.   Городецкий Д.И.,10,,,пластинки ZU-21.,ZU-21.,,,"t= + 10C,  пластинки ZU-21.",,,
19-6449,С1989Q1,,14h25m,29.20,,14-15.10.1989,6m,19h59m,20h05m,19h59m,,8.9*9.7,50cm менисковый телескоп Максутова,Рожковский Д.А.,3,,,пластинки ZP-3 + ж.ф.,ZP-3 + ж.ф.,,,"t= + 3C,  пластинки ZP-3 + ж.ф.",,,
19-6450,С1989Q1,,14h25m,29.20,,14-15.10.1989,5m,20h09m,20h14m,20h09m,,8.9*9.7,50cm менисковый телескоп Максутова,Рожковский Д.А.,3,,,пластинки ZP-3 + ж.ф.,ZP-3 + ж.ф.,,,"t= + 3C,  пластинки ZP-3 + ж.ф.",,,
19-6451,132P-Helin-Roman-Alu,,21h58m,17.30,,14-15.10.1989,10m,21h26m,21h37m,21h26m,,8.9*9.7,50cm менисковый телескоп Максутова,Рожковский Д.А.,3,,,пластинки ZU-21.,ZU-21.,,,"t= + 3C,  пластинки ZU-21.",,,
19-6453,132P-Helin-Roman-Alu,,20h34m,32.00,,17-18.11.1989,10m,20h51m,21h01m,20h51m,,8.9*9.7,50cm менисковый телескоп Максутова,Рожковский Д.А.,6,,,пластинки ZU-21.,ZU-21.,,,"t= + 6C,  пластинки ZU-21.",,,
19-6454,C1989Y1 Skorichenko-George,,20h43m,30.00,,13-14.01.1990,10m,19h55m,20h05m,19h55m,,8.7*9.7,50cm менисковый телескоп Максутова,Рожковский Д.А.,-7,,,пластинки ZP-3.,ZP-3.,,,"t= - 7C,  пластинки ZP-3.",,,
19-6457,C1990E1-Chernis-Kiuchi-Nakamura,,04h17m,52.00,,10-11.04.1990,7m,23h00m,23h07m,23h00m,,7.8*9.7,50cm менисковый телескоп Максутова,Рожковский Д.А.,3,,,пластинки ZP-3 + ж.ф. 17,ZP-3 + ж.ф. 17,,,"t= + 3C,  пластинки ZP-3 + ж.ф. 17",,,
19-6458,C1990E1-Chernis-Kiuchi-Nakamura,,05h41m,49.00,,20-21.04.1990,8m,23h29m,23h38m,23h29m,,7.6*9.7,50cm менисковый телескоп Максутова,Рожковский Д.А.,5,,,пластинки ZU-21.,ZU-21.,,,"t= + 5C,  пластинки ZU-21.",,,
19-6459,C1990E1-Chernis-Kiuchi-Nakamura,,06h07m,47.00,,23-24.04.1990,11m,22h55m,23h06m,22h55m,,7.9*9.7,50cm менисковый телескоп Максутова,Рожковский Д.А.,10,,,пластинки ZU-21.,ZU-21.,,,"t= + 10C,  пластинки ZU-21.",,,
19-6460,Field,,13h33m ,01.30,,27-28.04.1990,11m,00h25m,00h36m,00h25m,,7.9*9.7,50cm менисковый телескоп Максутова,Рожковский Д.А.,6,,,пластинки ZU-21.,ZU-21.,,,"t= + 6C,  пластинки ZU-21.",,,
19-6461,C1990E1-Chernis-Kiuchi-Nakamura,,08h16m,30.30,,19-20.05.1990,10m,23h44m,23h54m,23h44m,,8.0*9.7,50cm менисковый телескоп Максутова,Рожковский Д.А.,10,,,пластинки ZU-21.,ZU-21.,,,"t= + 10C,  пластинки ZU-21.",,,
19-6462,Comet-Wild,,09h48m,15.22,,19-20.05.1990,8m,00h31m,00h39m,00h31m,,8.1*9.7,50cm менисковый телескоп Максутова,Рожковский Д.А.,10,,,пластинки ZU-21.,ZU-21.,,,"t= + 10C,  пластинки ZU-21.",,,
19-6463,C1990E1-Chernis-Kiuchi-Nakamura,,08h37m,26.16,,26-27.05.1990,6m,23h41m,23h47m,23h41m,,7.6*9.7,50cm менисковый телескоп Максутова,Рожковский Д.А.,5,,,пластинки ZU-21.,ZU-21.,,,"t= + 5C,  пластинки ZU-21.",,,
19-6464,C1990E1-Chernis-Kiuchi-Nakamura,,08h37m,26.16,,26-27.05.1990,7m,00h00m,00h07m,00h00m,,7.6*9.7,50cm менисковый телескоп Максутова,Рожковский Д.А.,5,,,пластинки ZU-21.,ZU-21.,,,"t= + 5C,  пластинки ZU-21.",,,
19-6465,Comet-Wild,,10h08m,13.00,,01-02.06.1990,12m,23h25m,23h37m,23h25m,,8.0*9.7,50cm менисковый телескоп Максутова,Рожковский Д.А.,3,,,пластинки ZP-3 + о.с. 14,ZP-3 + о.с. 14,,,"t= + 3C,  пластинки ZP-3 + о.с. 14",,,
19-6466,Comet-Wild,,10h08m,13.00,,01-02.06.1990,12m,23h55m,24h07m,23h55m,,7.8*9.7,50cm менисковый телескоп Максутова,Рожковский Д.А.,3,,,пластинки ZP-3 + о.с. 14,ZP-3 + о.с. 14,,,"t= + 3C,  пластинки ZP-3 + о.с. 14",,,
19-6467,Comet-Wild,,10h13m,04.30,,04-05.06.1990,20m,23h35m,23h55m,23h35m,,8.4*9.7,50cm менисковый телескоп Максутова,Рожковский Д.А.,3,,,пластинки ZP-3 + о.с. 14,ZP-3 + о.с. 14,,,"t= + 3C,  пластинки ZP-3 + о.с. 14",,,
19-6468,Comet-Wild,,10h13m,11.15,,04-05.06.1990,20m,00h06m,00h26m,00h06m,,8.4*9.7,50cm менисковый телескоп Максутова,Рожковский Д.А.,3,,,пластинки ZP-3 + о.с. 14,ZP-3 + о.с. 14,,,"t= + 3C,  пластинки ZP-3 + о.с. 14",,,
19-6489,MP594,,09h14m,23.20,,05-06.06.1990,1h15m,21h31m,22h46m,21h31m,,8.9*9.7,50cm менисковый телескоп Максутова,Рожковский Д.А.,5.,,,,,,,t= + 5C.,,,
19-6490,MP594,,09h14m,23.20,,05-06.06.1990,15m,22h55m,23h10m,22h55m,,8.9*9.7,50cm менисковый телескоп Максутова,Рожковский Д.А.,5.,,,,,,,t= + 5C.,,,
19-6491,MP594,,09h15m,23.00,,06-07.06.1990,10m,22h17m,22h27m,22h17m,,8.9*9.7,50cm менисковый телескоп Максутова,Рожковский Д.А.,10,,,пластинки ZU-21.,ZU-21.,,,"t= + 10C,  пластинки ZU-21.",,,
19-6492,MP594,,09h15m,23.00,,06-07.06.1990,20m,22h38m,22h58m,22h38m,,8.9*9.7,50cm менисковый телескоп Максутова,Рожковский Д.А.,10,,,пластинки ZP-3,ZP-3,,,"t= + 10C,  пластинки ZP-3 ",,,
19-6493,MP582,,15h14m,25.03,,07-08.05.1991,10m,23h34m,23h44m,23h34m,,8.9*9.7,50cm менисковый телескоп Максутова,Рожковский Д.А.,15,,,пластинки ZU-21.,ZU-21.,,,"t= + 15C,  пластинки ZU-21.",,,
19-6494,MP582,,15h14m,25.03,,07-08.05.1991,10m,23h55m,00h05m,23h55m,,8.9*9.7,50cm менисковый телескоп Максутова,Рожковский Д.А.,15,,,пластинки ZU-21.,ZU-21.,,,"t= + 15C,  пластинки ZU-21.",,,
19-6495,MP582,,15h14m,25.00,,08-09.05.1991,12m,23h24m,23h36m,23h24m,,8.9*9.7,50cm менисковый телескоп Максутова,Рожковский Д.А.,15,,,пластинки ZU-21.,ZU-21.,,,"t= + 15C,  пластинки ZU-21.",,,
19-2260-st,alf Sco,,16h29m,-26.25,,04-05.08.1962,40m,17h38m,17h18m,17h38m,,8.9*9.7,50cm менисковый телескоп Максутова,Рожковский Д.А.,24,,,пластинки Кodak OaE + к.с.11,Кodak OaE + к.с.11,,,"t= + 24C,  пластинки Кodak OaE + к.с.11,  стандарт к снимку 19-2260.",,,
19-2260-Calibration,Calibration,,,,,04-05.08.1962,,,,,,3.0*9.7,50cm менисковый телескоп Максутова,Рожковский Д.А.,24,,,пластинки Кodak OaE + к.с.11,Кodak OaE + к.с.11,,,"t= + 24C,  пластинки Кodak OaE + к.с.11,  калибровка к снимку 19-2260.",,,
19-2260-clarity,alf Sco,,16h29m,-26.25,,04-05.08.1962,4m,,,,,3.0*3.0,50cm менисковый телескоп Максутова,Рожковский Д.А.,24," прозрачность к снимку 19-2260., ",,пластинки Кodak OaE + к.с.11,Кodak OaE + к.с.11,,,"t= + 24C,  пластинки Кodak OaE + к.с.11,  прозрачность к снимку 19-2260.",,,
19-1639,47P-Ashbrook-Jackson,,03h50m,29.58,,13-14.09.1956,10m;10m,02h18m;02h45m,02h28m;02h55m,02h18m,,8.9*9.7,50cm менисковый телескоп Максутова,Рожковский Д.А.,16,,,пластинки Jsopan JSS,Jsopan JSS,метод Меткофа-Блажко.,,"t= + 16C,  пластинки Jsopan JSS,  -Блажко.",,,
19-1640,47P-Ashbrook-Jackson,,03h50m,29.58,,13-14.09.1956,10m,02h59m,03h09m,02h59m,,8.9*9.7,50cm менисковый телескоп Максутова,Рожковский Д.А.,16,,,пластинки Jsopan JSS.,Jsopan JSS.,,,"t= + 16C,  пластинки Jsopan JSS.",,,
19-1630,61P Shajn-Schaldach,,20h51m,-13.30,,06-07.09.1956,25m;25m,19h48m;20h40m,20h13m;21h06m,19h48m,,8.9*9.7,50cm менисковый телескоп Максутова,Рожковский Д.А.,19,,,пластинки Jsopan JSS,Jsopan JSS,метод Меткофа-Блажко.,,"t= + 19C,  пластинки Jsopan JSS,  -Блажко.",,,
19-1631,61P Shajn-Schaldach,,20h51m,-13.30,,06-07.09.1956,5m,21h13m,21h18m,21h13m,,8.9*9.7,50cm менисковый телескоп Максутова,Рожковский Д.А.,19,,,пластинки Jsopan JSS.,Jsopan JSS.,,,"t= + 19C,  пластинки Jsopan JSS.",,,
19-1658,61P Shajn-Schaldach,,20h47m,-15.00,,30.09-01.10.1956,20m;15m,20h47m;21h46m,21h02m;22h01m,20h47m,,8.9*9.7,50cm менисковый телескоп Максутова,Рожковский Д.А.,5,,,пластинки Jsopan JSS,Jsopan JSS,метод Меткофа-Блажко.,,"t= + 5C,  пластинки Jsopan JSS,  -Блажко.",,,
19-1595-st,alf UMi,,02h31m,89.15,,11-12.02.1956,20m,07h42m,08h02m,07h42m,,9.7*9.7,50cm менисковый телескоп Максутова,Гайнуллина Р.Х.,-1,,,photographic plate,Astro uns,,,"t= -1C,  ,  стандарт к снимкам 19-1595,  19-1596,  19-1597.",,,
19-1595-Calibration,Calibration,,,,,11-12.02.1956,,,,,,3.0*9.7,50cm менисковый телескоп Максутова,Гайнуллина Р.Х.,-1,,,photographic plate,Astro uns,,,"t= -1C,  ,  калибровка к снимкам 19-1595,  19-1596,  19-1597.",,,
19-1595-clarity,alf Boo,,14h15m,19.10,,11-12.02.1956,40m;30m;20m; 10m,,,,,3.0*9.7,50cm менисковый телескоп Максутова,Гайнуллина Р.Х.,-1," прозрачность к снимкам 19-1595, ",,photographic plate,Astro uns,,,"t= -1C,  ,  прозрачность к снимкам 19-1595,  19-1596,  19-1597.",,,
19-1611-st,alf UMi,,02h31m,89.15,,08-09.03.1956,20m,06h29m,06h49m,06h29m,,8.9*9.7,50cm менисковый телескоп Максутова,Гайнуллина Р.Х.,7.5,,,photographic plate,Astro uns,,,"t= + 7.5C,  ,  стандарт к снимкам 19-1611,  19-1612,  17-1613,  19-1614,  19-1615.",,,
19-1611-Calibration,Calibration,,,,,08-09.03.1956,,,,,,3.0*9.7,50cm менисковый телескоп Максутова,Гайнуллина Р.Х.,7.5,,,photographic plate,Astro uns,,,"t= + 7.5C,  ,  калибровка к снимкам 19-1611,  19-1612,  17-1613,  19-1614,  19-1615.",,,
19-1619-st,alf UMi,,02h31m,89.15,,09-10.03.1956,20m,08h20m,08h40m,08h20m,,8.9*9.7,50cm менисковый телескоп Максутова,Рожковский Д.А.,7.5,,,photographic plate,Astro uns,,,"t= + 7.5C,  ,  стандарт к снимкам 17-1619,  19-1620,  19-1621,  19-1622,  19-1623.",,,
19-1619-Calibration,Calibration,,,,,09-10.03.1956,,,,,,3.0*9.7,50cm менисковый телескоп Максутова,Рожковский Д.А.,7.5,,,photographic plate,Astro uns,,,"t= + 7.5C,  ,  калибровка к снимкам 17-1619,  19-1620,  19-1621,  19-1622,  19-1623.",,,
19-2259-1-st,alf Sco,,16h29m,-26.25,,03-04.08.1962,40m,17h20m,18h00m,17h20m,,4.7*9.7,50cm менисковый телескоп Максутова,Рожковский Д.А.,22,,,пластинки Agfa panchrom + к.с.11,Agfa panchrom + к.с.11,,,"t= + 22C,  пластинки Agfa panchrom + к.с.11,  стандарт к снимку 19-2259.",,,
19-2259-2-st,alf Sco,,16h29m,-26.25,,03-04.08.1962,40m,18h49m,19h29m,18h49m,,5.0*9.7,50cm менисковый телескоп Максутова,Рожковский Д.А.,22,,,пластинки Agfa panchrom + к.с.11,Agfa panchrom + к.с.11,,,"t= + 22C,  пластинки Agfa panchrom + к.с.11,  стандарт к снимку 19-2259.",,,
19-2259-Calibration,Calibration,,,,,03-04.08.1962,,,,,,3.0*9.7,50cm менисковый телескоп Максутова,Рожковский Д.А.,22,,,пластинки Agfa panchrom + к.с.11,Agfa panchrom + к.с.11,,,"t= + 22C,  пластинки Agfa panchrom + к.с.11,  калибровка к снимку 19-2259.",,,
19-2259-clarity,alf Sco,,16h29m,-26.25,,03-04.08.1962,,,,,,3.0*3.0,50cm менисковый телескоп Максутова,Рожковский Д.А.,22," прозрачность к снимку 19-2259., ",,пластинки Agfa panchrom + к.с.11,Agfa panchrom + к.с.11,,,"t= + 22C,  пластинки Agfa panchrom + к.с.11,  прозрачность к снимку 19-2259.",,,
19-6454-1,Field Nebulae Ori,,05h35m,-05.23,,29-30.01.1990,45m,20h17m,21h02m,20h17m,,8.1*8.1,50cm менисковый телескоп Максутова,Городецкий Д.И.,-4,,,пластинки ZU-21 + МАПП (поляриграф).,ZU-21 + МАПП (поляриграф).,,,"t= - 4C,  пластинки ZU-21 + МАПП (поляриграф).",,,
24-47,Field Cyg,,,,,15-16.10.1950,32m,22h55m,23h27m,22h55m,,9.7*9.7,50cm менисковый телескоп Максутова,Рожковский Д.А.,5," затягивает облаками., ",,,,,,"t= + 5C,  затягивает облаками.",,,
